SITE_CODE,SHORT_TITLE,TITLE,STAGE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,EXTRACT_DATE
S0020088,A-WPN,West Angelas Deposit A - West Pit North,Operating,West Angelas,118.750099,-23.176769,679137,7435834,50,Fe,Iron,IRON ORE,20221018
S0020355,A-CPN,West Angelas Deposit A - Centre Pit North,Operating,West Angelas,118.784599,-23.18494,682658,7434887,50,Fe,Iron,IRON ORE,20221018
S0020371,Hairpin,Junction Central - Hairpin,Operating,Yandicoogina / HI-Yandi,119.235001,-22.755171,729498,7481850,50,Fe,Iron,IRON ORE,20221018
S0020372,Water Stand,Junction Central - Water Stand,Operating,Yandicoogina / HI-Yandi,119.239206,-22.781833,729886,7478891,50,Fe,Iron,IRON ORE,20221018
S0020373,JSE,Junction Southeast (JSE),Operating,Yandicoogina / HI-Yandi,119.260803,-22.795231,732080,7477373,50,Fe,Iron,IRON ORE,20221018
S0020558,T.P. North West,Tom Price North West,Operating,Tom Price / Rio Tinto,117.740196,-22.74366,576000,7484666,50,Fe,Iron,IRON ORE,20221018
S0020560,T.P. Southern Ridge,Tom Price Southern Ridge,Operating,Tom Price / Rio Tinto,117.752701,-22.761169,577274,7482721,50,Fe,Iron,IRON ORE,20221018
S0020561,T.P. Synclines,Tom Price Synclines,Operating,Tom Price / Rio Tinto,117.762497,-22.76313,578279,7482499,50,Fe,Iron,IRON ORE,20221018
S0020563,TP SE Prong,Tom Price South East Prong,Operating,Tom Price / Rio Tinto,117.784433,-22.775931,580524,7481071,50,Fe,Iron,IRON ORE,20221018
S0020577,Centre Pit,Marandoo Centre Pit,Operating,Marandoo / Rio Tinto,118.139999,-22.64666,617136,7495145,50,Fe,Iron,IRON ORE,20221018
S0020580,SW Ext Pit,Marandoo South West Extension Pit,Operating,Marandoo / Rio Tinto,118.118154,-22.640029,614897,7495896,50,Fe,Iron,IRON ORE,20221018
S0020581,Tail Pit,Marandoo Tail Pit,Operating,Marandoo / Rio Tinto,118.152199,-22.651699,618385,7494577,50,Fe,Iron,IRON ORE,20221018
S0020592,MAC C East,MAC - Deposit C East Pit,Operating,Mining Area C,118.986854,-22.929374,703750,7462922,50,Fe,Iron,IRON ORE,20221018
S0020736,F3,Koolyanobbing F3,Operating,Koolyanobbing Iron,119.613147,-30.876473,749829,6581163,50,Fe,Iron,IRON ORE,20221018
S0020737,F2,Koolyanobbing F2,Operating,Koolyanobbing Iron,119.607697,-30.872431,749318,6581623,50,Fe,Iron,IRON ORE,20221018
S0020742,Karara Magnetite,Karara - Blue Hills Magnetite,Operating,Karara - Blue Hills / Gindalbie,116.774427,-29.187544,478069,6771215,50,Fe Mag,Iron,IRON ORE,20221018
S0020981,Koolan Main,Koolan Main,Operating,Koolan Island,123.738098,-16.13303,578919,8216208,51,Fe,Iron,IRON ORE,20221018
S0021183,Southern Detritals,Channar Southern Detritals,Operating,Channar,117.846121,-23.318363,586509,7420984,50,Fe,Iron,IRON ORE,20221018
S0021265,Eyre,Eyre,Operating,East Pilbara Iron Ore / FMG,119.849593,-22.379427,793435,7522395,50,Fe,Iron,IRON ORE,20221018
S0021378,W3E,Wheelarra 3 East,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.115303,-23.373011,205104,7412240,51,Fe,Iron,IRON ORE,20221018
S0021415,Western 4,Marillana Creek Western Mesa 4,Operating,Marillana Creek - Yandi / BHPB,119.023697,-22.732599,707828,7484662,50,Fe,Iron,IRON ORE,20221018
S0021416,Marillana Ck W5,Marillana Creek Western Mesa 5,Under Development,Marillana Creek - Yandi / BHPB,119.048599,-22.7293,710391,7484992,50,Fe,Iron,IRON ORE,20221018
S0021419,Marillana Ck E1,Marillana Creek Eastern Mesa 1,Operating,Marillana Creek - Yandi / BHPB,119.098701,-22.73716,715526,7484049,50,Fe,Iron,IRON ORE,20221018
S0021420,Marillana Ck E3,Marillana Creek Eastern Mesa 3,Operating,Marillana Creek - Yandi / BHPB,119.126404,-22.75844,718338,7481652,50,Fe,Iron,IRON ORE,20221018
S0021422,Marillana Ck E5,Marillana Creek Eastern Mesa 5,Operating,Marillana Creek - Yandi / BHPB,119.134499,-22.76412,719160,7481011,50,Fe,Iron,IRON ORE,20221018
S0021423,Marillana Ck E6,Marillana Creek Eastern Mesa 6,Operating,Marillana Creek - Yandi / BHPB,119.138397,-22.768881,719553,7480478,50,Fe,Iron,IRON ORE,20221018
S0021606,24E,Paraburdoo 24 East,Operating,Paraburdoo / Rio Tinto,117.652603,-23.256321,566753,7427955,50,Fe,Iron,IRON ORE,20221018
S0021820,Joyners Find - JWD,Joyners Find - JWD,Operating,Wiluna West Iron,119.954639,-26.791821,793761,7033206,50,Fe,Iron,IRON ORE,20221018
S0022015,Phils Creek,Phils Creek - Three Sisters CID,Operating,Phils Creek / PMI,119.187809,-22.737048,724680,7483930,50,Fe,Iron,IRON ORE,20221018
S0022158,Pit3 E,Brockman 4 - Pit 3 East,Operating,Brockman 4 Area / Rio Tinto,117.229616,-22.596942,523601,7501079,50,Fe,Iron,IRON ORE,20221018
S0022159,Pit2 Interim,Brockman 4 - Pit 2 Interim,Operating,Brockman 4 Area / Rio Tinto,117.178072,-22.609483,518301,7499698,50,Fe,Iron,IRON ORE,20221018
S0022230,Brockman 2 Pit 7,Brockman 2 - Pit 7 (Detritals),Operating,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.369301,-22.441111,538000,7518300,50,Fe,Iron,IRON ORE,20221018
S0022265,Split Rock,Split Rock,Operating,Sanjiv Ridge,119.666135,-21.47369,776278,7623072,50,Fe,Iron,IRON ORE,20221018
S0022532,Cardo Bore East,Cardo Bore East,Under Development,West Pilbara - Red Hill / API,116.22877,-22.193978,420500,7545500,50,Fe,Iron,IRON ORE,20221018
S0022686,C4,C4 - Wiluna West,Operating,Wiluna West Iron,119.937302,-26.680361,792321,7045601,50,Fe,Iron,IRON ORE,20221018
S0022812,Paulsens East Main Pit,Paulsens East Main Pit,Operating,Paulsens East Iron,116.336959,-22.562845,431832,7504720,50,Fe,Iron,IRON ORE,20221018
S0022821,North MM East Pits,North Marra Mamba East Pits 1-4,Under Development,Wonmunna Iron,119.074177,-23.127015,712398,7440909,50,Fe,Iron,IRON ORE,20221018
S0022842,Cardo Bore NW,Cardo Bore North West,Under Development,West Pilbara - Red Hill / API,116.213501,-22.148736,418900,7550500,50,Fe,Iron,IRON ORE,20221018
S0022843,Kens Bore,Kens Bore,Under Development,West Pilbara - Red Hill / API,116.195794,-22.055688,417020,7560790,50,Fe,Iron,IRON ORE,20221018
S0023052,Kangaroo,Kangaroo - Main Break - Cloudbreak,Operating,East Pilbara Iron Ore / FMG,119.260399,-22.285521,732894,7533827,50,Fe,Iron,IRON ORE,20221018
S0023054,Hayman,Hayman - Three Bears,Operating,East Pilbara Iron Ore / FMG,119.402367,-22.33364,747442,7528271,50,Fe,Iron,IRON ORE,20221018
S0023105,Iron Ridge,Iron Ridge,Operating,Iron Ridge,117.684502,-26.943939,567948,7019590,50,Fe TiO2 Mn,Iron,IRON ORE,20221018
S0023219,Cochrane,Cochrane,Under Development,West Pilbara - Red Hill / API,116.132459,-21.921578,410400,7575600,50,Fe,Iron,IRON ORE,20221018
S0023220,Jewel CID,Jewel CID,Under Development,West Pilbara - Red Hill / API,116.138186,-21.935159,411000,7574100,50,Fe,Iron,IRON ORE,20221018
S0023281,West End,Eliwana West End,Operating,Western Hub / FMG,116.830554,-22.493687,482571,7512517,50,Fe,Iron,IRON ORE,20221018
S0023347,Mungada East Ext,Mungada East Extension,Operating,Koolanooka & Blue Hills - Mungada / Sinosteel,116.888651,-29.140225,489169,6776473,50,Fe,Iron,IRON ORE,20221018
S0023551,Catho Well North,Catho Well North Pits,Under Development,West Pilbara - Red Hill / API,116.24486,-22.380591,422262,7524851,50,Fe,Iron,IRON ORE,20221018
S0023552,Trinity Bore Iron,Trinity Bore Iron,Under Development,West Pilbara - Red Hill / API,116.336662,-22.354352,431700,7527800,50,Fe,Iron,IRON ORE,20221018
S0023559,Kings,Kings-Solomon,Operating,Solomon - Greater Solomon,117.869826,-22.159468,589686,7549265,50,Fe,Iron,IRON ORE,20221018
S0023569,Mt Caudan Central,Mt Caudan Central Open Pit,Operating,Parker Range - Mt Caudan Iron,119.555621,-31.614569,742432,6499449,50,Fe,Iron,IRON ORE,20221018
S0023644,Firetail North,Firetail North,Operating,Solomon - Greater Solomon,117.925752,-22.117679,595481,7553857,50,Fe,Iron,IRON ORE,20221018
S0032004,Kens Bore East,Kens Bore East,Under Development,West Pilbara - Red Hill / API,116.221882,-22.076233,419723,7558530,50,Fe,Iron,IRON ORE,20221018
S0222904,Marandoo MMP2 Pit,Marandoo MMP2 Pit,Operating,Marandoo / Rio Tinto,118.167892,-22.649534,620000,7494805,50,Fe,Iron,IRON ORE,20221018
S0222918,Coondiner HD4 Central,Coondiner HD4 Central,Operating,Hope Downs Joint Venture,119.53912,-23.133013,760016,7439491,50,Fe,Iron,IRON ORE,20221018
S0222919,Coondiner HD4 South,Coondiner HD4 South,Operating,Hope Downs Joint Venture,119.519623,-23.146805,757993,7437998,50,Fe,Iron,IRON ORE,20221018
S0222920,Coondiner HD4 West,Coondiner HD4 West,Operating,Hope Downs Joint Venture,119.504036,-23.136219,756416,7439198,50,Fe,Iron,IRON ORE,20221018
S0223403,Fender,Fender - Mt Webber,Operating,Mt Webber ,119.29855,-21.543976,738056,7615893,50,Fe,Iron,IRON ORE,20221018
S0223601,Sandtrax - Prancer,Sandtrax - Prancer,Under Development,Miralga Creek,119.188902,-21.111396,727362,7663959,50,Fe,Iron,IRON ORE,20221018
S0223629,Central MM,Central Marra Mamba,Operating,Wonmunna Iron,119.003195,-23.14472,705100,7439050,50,Fe,Iron,IRON ORE,20221018
S0223630,SMM East,South Marra Mamba East,Under Development,Wonmunna Iron,118.991075,-23.164236,703829,7436905,50,Fe,Iron,IRON ORE,20221018
S0223643,Daltons,Daltons-Gibson,Operating,Mt Webber ,119.308488,-21.530189,739109,7617405,50,Fe,Iron,IRON ORE,20221018
S0223837,Queens,Queens,Operating,Solomon - Greater Solomon,117.769485,-22.128667,579357,7552731,50,Fe,Iron,IRON ORE,20221018
S0223838,Trinity - Solomon,Trinity - Solomon,Operating,Solomon - Greater Solomon,117.846853,-22.122345,587340,7553388,50,Fe,Iron,IRON ORE,20221018
S0224200,Firetail South,Firetail South,Operating,Solomon - Greater Solomon,117.918,-22.141,594666,7551280,50,Fe,Iron,IRON ORE,20221018
S0224380,Iron Valley Stage 1,Iron Valley Stage 1,Operating,Iron Valley,119.312614,-22.731714,737512,7484326,50,Fe,Iron,IRON ORE,20221018
S0224627,Flinders,Flinders - Christmas Creek,Operating,East Pilbara Iron Ore / FMG,119.720226,-22.37121,780123,7523552,50,Fe,Iron,IRON ORE,20221018
S0224628,Mokare,Mokare - Christmas Creek,Operating,East Pilbara Iron Ore / FMG,119.76394,-22.363306,784643,7524346,50,Fe,Iron,IRON ORE,20221018
S0224650,OB 18 East,Mt Newman Orebody 18 East - Shovelanna Hill,Operating,Newman / BHPB,120.057303,-23.320586,199053,7417929,51,Fe,Iron,IRON ORE,20221018
S0224652,OB 25 - Pit 4,Mt Newman Orebody 25 - Pit 4,Operating,Newman / BHPB,119.784358,-23.332051,784720,7416980,50,Fe,Iron,IRON ORE,20221018
S0224710,Deception,Deception / Cliffs,Operating,Koolyanobbing Iron,119.280916,-29.850399,720347,6695607,50,Fe Hem,Iron,IRON ORE,20221018
S0224836,North Star magnetite,North Star magnetite (Stage 2),Under Development,Iron Bridge,119.053588,-21.250187,713103,7648778,50,Fe Mag,Iron,IRON ORE,20221018
S0225517,The Claw,The Claw,Operating,Koolyanobbing Iron,119.26769,-29.857519,719054,6694843,50,Fe,Iron,IRON ORE,20221018
S0225706,W3W,Wheelarra 3 West,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.106096,-23.373013,204163,7412221,51,Fe,Iron,IRON ORE,20221018
S0225753,Cocos,Cocos - Cloud Break,Operating,East Pilbara Iron Ore / FMG,119.501622,-22.343763,757651,7526983,50,Fe,Iron,IRON ORE,20221018
S0225754,Long,Long - Cloud Break,Operating,East Pilbara Iron Ore / FMG,119.462954,-22.343211,753668,7527110,50,Fe,Iron,IRON ORE,20221018
S0225755,Baudin,Baudin,Operating,East Pilbara Iron Ore / FMG,119.862692,-22.380857,794782,7522211,50,Fe,Iron,IRON ORE,20221018
S0230299,Young,Young,Operating,East Pilbara Iron Ore / FMG,119.803081,-22.39782,788605,7520447,50,Fe Mn,Iron,IRON ORE,20221018
S0230393,HD1 NW,Hope Downs 1 North West,Operating,Hope Downs Joint Venture,119.099793,-22.951863,715300,7460270,50,Fe,Iron,IRON ORE,20221018
S0230394,HD1 NE3,Hope Downs 1 North East 3,Operating,Hope Downs Joint Venture,119.137386,-22.953708,719153,7460010,50,Fe,Iron,IRON ORE,20221018
S0230398,A-CPs,West Angelas Deposit A - Centre Pit South,Operating,West Angelas,118.775693,-23.190224,681740,7434313,50,Fe,Iron,IRON ORE,20221018
S0230405,Section 6 South,Tom Price Section 6 South,Operating,Tom Price / Rio Tinto,117.744875,-22.78018,576461,7480621,50,Fe,Iron,IRON ORE,20221018
S0230406,Section 7C2,Tom Price Section 7 Central 2,Operating,Tom Price / Rio Tinto,117.718501,-22.767716,573760,7482015,50,Fe,Iron,IRON ORE,20221018
S0230408,Tail Extension Pit,Marandoo Tail Extension Pit,Operating,Marandoo / Rio Tinto,118.172912,-22.661082,620506,7493522,50,Fe,Iron,IRON ORE,20221018
S0230415,Miralga East - Comet,Miralga East-Comet Pit,Operating,Miralga Creek,119.424783,-20.972158,752107,7679023,50,Fe,Iron,IRON ORE,20221018
S0230416,Pit3 W,Brockman 4 - Pit 3 West,Operating,Brockman 4 Area / Rio Tinto,117.200339,-22.600088,520591,7500735,50,Fe,Iron,IRON ORE,20221018
S0230417,Pit2 Final,Brockman 4 - Pit 2 Final,Operating,Brockman 4 Area / Rio Tinto,117.168049,-22.61351,517271,7499254,50,Fe,Iron,IRON ORE,20221018
S0230572,Stage 2 / Pit N,Iron Valley Stage 2 / Pit N,Operating,Iron Valley,119.31734,-22.719705,738018,7485648,50,Fe,Iron,IRON ORE,20221018
S0231031,Runway North,Runway North,Operating,Sanjiv Ridge,119.679253,-21.420504,777739,7628940,50,Fe,Iron,IRON ORE,20221018
S0231032,Shark Gully,Shark Gully / Atlas,Operating,Sanjiv Ridge,119.669611,-21.450806,776682,7625601,50,Fe,Iron,IRON ORE,20221018
S0231635,B1 Sat,Turner Syncline B1 Satellite,Operating,Turner Syncline West,117.472463,-22.67876,548533,7491964,50,Fe,Iron,IRON ORE,20221018
S0232120,NMM West,North Marra Mamba West,Operating,Wonmunna Iron,119.048777,-23.122646,709803,7441430,50,Fe,Iron,IRON ORE,20221018
S0232472,F1,Koolyanobbing F1,Operating,Koolyanobbing Iron,119.604352,-30.869792,749005,6581923,50,Fe,Iron,IRON ORE,20221018
S0232834,Red Hill Creek West,Red Hill Creek West,Under Development,West Pilbara - Red Hill / API,116.292816,-22.077104,427042,7558469,50,Fe,Iron,IRON ORE,20221018
S0232873,W7 New,Windarling W7 New,Operating,Koolyanobbing Iron,119.245668,-30.006664,716603,6678353,50,Fe,Iron,IRON ORE,20221018
S0233083,Bravo Pits,Bravo - Roy Hill,Operating,Roy Hill Iron Ore,119.925829,-22.470314,801094,7512174,50,Fe,Iron,IRON ORE,20221018
S0233084,Zulu Pits,Zulu - Roy Hill,Operating,Roy Hill Iron Ore,119.896004,-22.443007,798081,7515259,50,Fe,Iron,IRON ORE,20221018
S0233295,Baby Hope Central,Baby Hope Central,Operating,Hope Downs Joint Venture,119.058934,-23.016613,711009,7453158,50,Fe,Iron,IRON ORE,20221018
S0233296,Baby Hope East,Baby Hope East,Operating,Hope Downs Joint Venture,119.087417,-23.013262,713934,7453488,50,Fe,Iron,IRON ORE,20221018
S0233297,Baby Hope West,Baby Hope West,Operating,Hope Downs Joint Venture,119.039133,-23.017222,708978,7453119,50,Fe,Iron,IRON ORE,20221018
S0233907,W10,Windarling W10,Operating,Koolyanobbing Iron,119.259221,-30.011667,717900,6677772,50,Fe,Iron,IRON ORE,20221018
S0233969,Echo Pits,Echo - Roy Hill,Operating,Roy Hill Iron Ore,119.959538,-22.494661,804512,7509409,50,Fe,Iron,IRON ORE,20221018
S0233970,Golf Pits,Golf - Roy Hill,Operating,Roy Hill Iron Ore,119.984053,-22.517949,806984,7506778,50,Fe,Iron,IRON ORE,20221018
S0234537,Abrolhos,Cloudbreak - Abrolhos,Operating,East Pilbara Iron Ore / FMG,119.323753,-22.268512,739453,7535611,50,Fe,Iron,IRON ORE,20221018
S0234755,Westside,Eliwana Westside,Operating,Western Hub / FMG,116.868871,-22.492958,486512,7512602,50,Fe,Iron,IRON ORE,20221018
S0234928,Runway South,Runway South,Operating,Sanjiv Ridge,119.679793,-21.423504,777789,7628607,50,Fe,Iron,IRON ORE,20221018
S0235123,MAC F West,MAC - Deposit F West,Operating,Mining Area C,118.847639,-22.941503,689453,7461765,50,Fe,Iron,IRON ORE,20221018
S0235124,MAC E West,MAC - Deposit E West Pit,Operating,Mining Area C,118.875894,-22.933634,692362,7462599,50,Fe,Iron,IRON ORE,20221018
S0235993,Sierra Pits,Sierra - Roy Hill,Operating,Roy Hill Iron Ore,120.01152,-22.557215,192647,7502418,51,Fe,Iron,IRON ORE,20221018
S0236214,Frederick West,Frederick West,Under Development,Solomon - Greater Solomon,117.87746,-22.227412,590429,7541739,50,Fe,Iron,IRON ORE,20221018
S0236215,Frederick East,Frederick East,Under Development,Solomon - Greater Solomon,117.894904,-22.227627,592227,7541705,50,Fe,Iron,IRON ORE,20221018
S0238303,Mt Caudan South,Mt Caudan South Open Pit,Operating,Parker Range - Mt Caudan Iron,119.551693,-31.626094,742030,6498180,50,Fe,Iron,IRON ORE,20221018
S0238304,Mt Caudan North,Mt Caudan North Open Pit,Operating,Parker Range - Mt Caudan Iron,119.557558,-31.607856,742634,6500189,50,Fe,Iron,IRON ORE,20221018
S0238514,Cathedral,Cathedral - Christmas Creek,Operating,East Pilbara Iron Ore / FMG,119.830589,-22.407888,791417,7519278,50,Fe,Iron,IRON ORE,20221018
S0238550,Adelle,Adelle - Cloudbreak,Operating,East Pilbara Iron Ore / FMG,119.44835,-22.319411,752205,7529770,50,Fe,Iron,IRON ORE,20221018
S0238551,Cockatoo,Cockatoo - Cloudbreak,Operating,East Pilbara Iron Ore / FMG,119.327125,-22.307419,739733,7531296,50,Fe,Iron,IRON ORE,20221018
S0238552,Norfolk,Norfolk - Cloudbreak,Operating,East Pilbara Iron Ore / FMG,119.294325,-22.313983,736342,7530621,50,Fe,Iron,IRON ORE,20221018
S0239230,Miralga W-Rudolph,Miralga West - Rudolph,Operating,Miralga Creek,119.318785,-21.023512,740999,7673500,50,Fe,Iron,IRON ORE,20221018
S0239437,Miralga East-Vixen,Miralga East - Vixen,Under Development,Miralga Creek,119.431357,-20.971593,752792,7679075,50,Fe,Iron,IRON ORE,20221018
S0239438,Miralga East - Dasher,Miralga East - Dasher,Under Development,Miralga Creek,119.436985,-20.972796,753376,7678933,50,Fe,Iron,IRON ORE,20221018
S0239823,Bigge,Bigge - Cloudbreak,Operating,East Pilbara Iron Ore / FMG,119.205929,-22.286159,727278,7533838,50,Fe,Iron,IRON ORE,20221018
S0239824,Norfolk North,Norfolk North - Cloudbreak,Operating,East Pilbara Iron Ore / FMG,119.318192,-22.289123,738844,7533337,50,Fe,Iron,IRON ORE,20221018
S0001174,Halleys,Halleys,Operating,Ravensthorpe - First Quantum,120.374303,-33.633382,256453,6275400,51,Ni Co Mg,Steel alloy metal,NICKEL,20221018
S0001258,Goliath North,Goliath North - Mt Keith Satellite,Operating,Mt Keith / BHP Billiton,120.58921,-27.44865,261729,6961560,51,Ni,Steel alloy metal,NICKEL,20221018
S0001288,Durkin N,Durkin North,Operating,Kambalda / Mincor,121.661201,-31.164049,372404,6551446,51,Ni Cu Co,Steel alloy metal,NICKEL,20221018
S0001300,Lanfranchi,Lanfranchi,Under Development,Lanfranchi Tramways,121.842903,-31.505461,390120,6513798,51,Ni Cu,Steel alloy metal,NICKEL,20221018
S0001375,Cliffs,Cliffs Underground,Operating,Leinster,120.541753,-27.304974,256722,6977390,51,Ni Cu,Steel alloy metal,NICKEL,20221018
S0001456,Six Mile Well,Six Mile Well - Mt Keith Satellite,Operating,Mt Keith / BHP Billiton,120.57824,-27.422664,260588,6964418,51,Ni,Steel alloy metal,NICKEL,20221018
S0001583,Rockys Reward Pit,Rockys Reward Openpit,Operating,Leinster,120.697197,-27.791439,273113,6923774,51,Ni Cu,Steel alloy metal,NICKEL,20221018
S0001585,Perseverance UG,Perseverance  Underground,Operating,Leinster,120.705597,-27.818119,273997,6920833,51,Ni Cu Gsp,Steel alloy metal,NICKEL,20221018
S0001667,Mt Keith,Mt Keith Open Pit,Operating,Mt Keith / BHP Billiton,120.54174,-27.229599,256557,6985744,51,Ni,Steel alloy metal,NICKEL,20221018
S0004288,Beta Hunt,Beta Hunt Underground Nickel,Operating,Kambalda Nickel / RNC,121.689961,-31.242554,375248,6542777,51,Ni Cu,Steel alloy metal,NICKEL,20221018
S0005040,Murrin North,Murrin North (PAN Production),Operating,Murrin Murrin / Minara,121.8955,-28.747169,392157,6819525,51,Ni Co,Steel alloy metal,NICKEL,20221018
S0005631,Hale-Bopp,Hale-Bopp,Operating,Ravensthorpe - First Quantum,120.400034,-33.666733,258933,6271762,51,Ni Co FeOre Al Mg Ca Carb Cu Zn,Steel alloy metal,NICKEL,20221018
S0006685,Shoemaker-Levy,Shoemaker - Levy,Operating,Ravensthorpe - First Quantum,120.325452,-33.576416,251757,6281603,51,Ni Co FeOre Al Mg Ca Carb Cu Zn,Steel alloy metal,NICKEL,20221018
S0019030,Cosmos Deeps,Cosmos Deeps,Under Development,Cosmos,120.575875,-27.596973,260732,6945096,51,Ni Cu Co Pt Pd,Steel alloy metal,NICKEL,20221018
S0019821,Decline Portal,Savannah Decline Portal,Operating,Savannah Nickel,128.027695,-17.3526,396696,8081176,52,Ni Cu Co,Steel alloy metal,NICKEL,20221018
S0021101,Murrin South,Murrin South (PAS Production),Operating,Murrin Murrin / Minara,121.783997,-28.95483,381505,6796410,51,Ni Co,Steel alloy metal,NICKEL,20221018
S0021282,Flying Fox Boxcut,Flying Fox New Boxcut / Western Areas,Operating,Forrestania Nickel / Western Areas,119.695596,-32.421177,753483,6409680,50,Ni,Steel alloy metal,NICKEL,20221018
S0021890,Cassini,Cassini,Operating,Widgiemooltha Nickel / Mincor,121.621101,-31.700939,369329,6491886,51,Ni Cu Co,Steel alloy metal,NICKEL,20221018
S0022042,T5,T5 - Flying Fox Underground,Operating,Forrestania Nickel / Western Areas,119.689003,-32.417782,752872,6410072,50,Ni Cu Co,Steel alloy metal,NICKEL,20221018
S0023498,Lounge Lizard Ni,Lounge Lizard Nickel Underground,Operating,Forrestania Nickel / Western Areas,119.69219,-32.425579,753150,6409200,50,Ni,Steel alloy metal,NICKEL,20221018
S0224582,Spotted Quoll UG,Spotted Quoll Main and North Underground,Operating,Forrestania Nickel / Western Areas,119.677774,-32.478151,751648,6403404,50,Ni Co,Steel alloy metal,NICKEL,20221018
S0229634,Nova,Nova - Bollinger Underground,Operating,Nova-Bollinger,123.192413,-31.819886,518210,6479512,51,Ni Cu Co,Steel alloy metal,NICKEL,20221018
S0229741,Odysseus South,Odysseus South,Under Development,Cosmos,120.575875,-27.596973,260732,6945096,51,Ni Cu Co Pt Pd,Steel alloy metal,NICKEL,20221018
S0229742,Odysseus N,Odysseus North,Under Development,Cosmos,120.575875,-27.596973,260732,6945096,51,Ni Cu Co Pt Pd,Steel alloy metal,NICKEL,20221018
S0229754,Long,Long Underground,Operating,Kambalda / Mincor,121.683531,-31.18112,374555,6549579,51,Ni Cu,Steel alloy metal,NICKEL,20221018
S0230111,Bollinger,Bollinger - Fraser Range Underground,Operating,Nova-Bollinger,123.194386,-31.819888,518397,6479512,51,Ni Cu Co,Steel alloy metal,NICKEL,20221018
S0230357,Venus,Venus - Leinster,Operating,Leinster,120.705816,-27.813744,274009,6921318,51,Ni,Steel alloy metal,NICKEL,20221018
S0231120,Murrin East ,Murrin East (PAE Production),Operating,Murrin Murrin / Minara,122.176121,-29.073484,419810,6783593,51,Ni Co,Steel alloy metal,NICKEL,20221018
S0231765,Savannah North,Savannah North,Operating,Savannah Nickel,128.017007,-17.338411,395552,8082741,52,Ni Cu Co,Steel alloy metal,NICKEL,20221018
S0232023,Boxcut,Nova-Bollinger Boxcut,Operating,Nova-Bollinger,123.174503,-31.812592,516516,6480324,51,Ni Cu Co,Steel alloy metal,NICKEL,20221018
S0237887,Cassini UG,Cassini Underground,Under Development,Widgiemooltha Nickel / Mincor,121.62647,-31.70971,369850,6490920,51,Ni Au,Steel alloy metal,NICKEL,20221018
